text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"Marie-Chantal gives us a sneak-peak into her new collaboration with Marks & Spencer.

From our TV adverts to recipes, inspiration or styling tips discover the M&S YouTube channel and subscribe! http://bit.ly/1Flkeqn

Learn more about the collection here: http://www.marksandspencer.com/s/kids...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,00:02:12,2016-11-01T09:38:38.000Z,https://www.youtube.com/watch?v=baAqRwt4R7s,0,M&S Kids: Behind the Collection with Marie-Chantal,103000,13448,M&S,83
,,00:00:16,2024-10-21T11:30:55.000Z,https://www.youtube.com/watch?v=rh1pQh68RQM,0,M&S | Men’s Autumn Style ‘24,4110,1059846,Marks & Spencer Middle East,3
New activewear exclusively at M&S #goodmove,#goodmove,00:00:18,2019-12-30T09:13:50.000Z,https://www.youtube.com/watch?v=nlsJlDBjK5Y,1,M&S | Introducing Goodmove,103000,967448,M&S,20
"Little Shop is already proving popular with our customers and their kids. Find out about our plan to ensure no collectable ever goes to waste #PlayGiveRecycle #MyLittleShop. Find out more here: po.st/LittleShop

From our new TV adverts to the food and fashion items you can’t live without - we’ve got all this and more on our YouTube channel. Be inspired by everything M&S has to offer.


YouTube: http://po.st/msyoutube
Facebook: http://po.st/msfacebook
Twitter: http://po.st/mstwitter
Instagram: http://po.st/msinstagram",#MyLittleShop,00:02:00,2019-07-11T12:22:02.000Z,https://www.youtube.com/watch?v=6H0ViQT44UM,64,M&S | Little Shop | A message from Carmel Mcquaid | Head of Sustainability,103000,6987,M&S,51
"PSA: cancel all your going-out plans. ​
​
Our limited-edition nightwear collection designed by Olivia von Halle is available now.​

Floral print pyjamas - https://bit.ly/427EVu0
Floral print cami set - https://bit.ly/44jQ38n
Floral print wrap - https://bit.ly/4iYt1Z4
Cat print pyjamas - https://bit.ly/3Ed8kJR
Cat print short set - https://bit.ly/4iSF8qG
Cat print wrap - https://bit.ly/42nF0si
Cat nightshirt - https://bit.ly/3R7NVsI
Striped pyjamas - https://bit.ly/43LaBq6
Striped short set - https://bit.ly/4iUlPgJ
Striped nightshirt - https://bit.ly/42rnXFT

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:00:15,2025-04-08T08:04:45.000Z,https://www.youtube.com/watch?v=bMEnjaibNkI,0,M&S x Olivia von Halle | M&S Clothing & Home,103000,1450,M&S,8
"Discover the innovative and exciting tastes from all over the British Isles in our Food Hall this summer. http://www.marksandspencer.com/s/food...

Hit the subscribe button now to ensure you don't miss out:
http://www.youtube.com/subscription_c...

Facebook:   / marksandspencer   
Twitter:   / marksandspencer   
Instagram:   / marksandspencer   
Pinterest:   / marksandspencer   
Google+: https://plus.google.com/+marksandspencer",,00:00:41,2015-05-08T07:57:57.000Z,https://www.youtube.com/watch?v=lK2HDob-VSA,52,M&S Food: Taste of the British Isles - TV Ad 2015,103000,966772,M&S,2200
"The sparkly new M&S Christmas ad is here!  Percy Pig comes to life for the first time EVER, and along with his fairy friend, they discover the delicious delights of the M&S festive Foodhall, from triple chocolate panettone to Collection smoked salmon. Find them all in your local M&S now! What’s making it to your Christmas table this year?  #PercyPigmas

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:11,2021-11-04T07:03:49.000Z,https://www.youtube.com/watch?v=Dlem-MOMZOs,504,Percy Pig comes to life for the first time EVER! | 2021 Christmas Advert | M&S FOOD,103000,1912537,M&S,7000
"Retail giant Marks & Spencer has revealed that customer personal data has been taken by hackers after being hit by a damaging cyber attack.

Chief executive Stuart Machin said the data had been accessed due to the “sophisticated nature of the incident”.

Personal data that could have been accessed includes names, email addresses, postal addresses and dates of birth, according to M&S.

But the group stressed the data does not include payment or card details, or account passwords and is not believed to have been shared online.

Talk’s Ian Collins discusses the story with consumer expert from The Everyday Expert, Harry Kind.

Click here for more from Talk https://talk.tv

If you need any help visit: https://talk.tv/helplines

#marksandspencer #cyberattack","#marksandspencer, #cyberattack",00:07:30,2025-05-13T17:15:01.000Z,https://www.youtube.com/watch?v=36RdZdC4K3k,25,“No One’s Safe In This” M&S Customer Data Stolen In Recent Cyber Attack,1260000,4083,TalkTV,65
"M&S has teamed up with Michelin-star chef Tom Kerridge to create a Remarksable Value meal planner that makes five delicious family meals that are all taste, less waste plus ideas for any leftovers! 

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:00,2022-07-18T11:38:39.000Z,https://www.youtube.com/watch?v=VLUMuf6DgQc,13,Tom Kerridge's Remarksable Value meal planner | M&S FOOD,103000,1550663,M&S,139
"LOVE IS IN THE AIR (and delicious food is on the menu)! ❤️ Because this is not just any Valentine's dinner... our Valentine's Dine In is BACK and BETTER than ever!  However you're celebrating, and whoever you're celebrating with, there's something to suit all tastes.  Our £25 deal includes a starter, main course, side dish, dessert, and a bottle of Prosecco, wine or two non-alcohol drinks. Plus, you'll find plenty of gluten-free options, vegan and vegetarian dishes! And that's dining in, as if you're dining out.  
 
Available in your nearest M&S Foodhall this weekend only, until 14 February. Available in Northern Ireland from Friday 10 February. 
 
Click the link for the full menu: Valentine's Dine In | M&S (marksandspencer.com)",,00:00:30,2024-02-09T09:10:16.000Z,https://www.youtube.com/watch?v=4Lbq8skU5qA,7,2024 Valentine's Dine In for £25 | M&S FOOD,103000,53006,M&S,49
"This week Tom and Chris are joined by the legend that is Andi Oliver at The Butcher's Tap and Grill in Chelsea.

Andi Oliver best known for hosting The Great British Menu and for her iconic laugh, in this episode she shares her tales from trips to the Caribbean with her daughter Miquita, her love of literature and a new alternative to hot honey!

Andi grew up in Cyprus so the team at M&S sent through some delicious Greek inspired dishes including: Halloumi cheese kebabs with a sweet chilli sauce, Greek Salad, Halkidiki Kalamata Olives & Feta, Slow Cooked Middle Eastern Style Lamb Shoulder, Collection Creamy Greek Yogurt Tzatziki, Collection Extra Smooth Houmous and Greek Style Flatbreads.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:01:00,2025-05-23T08:01:20.000Z,https://www.youtube.com/watch?v=zN_POOmfnpc,0,The Andi Oliver Round | The Great British Menu | Proper Tasty Pub Quiz,103000,149,M&S,4
"This week Tom and Chris are joined by the legend that is Andi Oliver at The Butcher's Tap and Grill in Chelsea.

Andi Oliver best known for hosting The Great British Menu and for her iconic laugh, in this episode she shares her tales from trips to the Caribbean with her daughter Miquita, her love of literature and a new alternative to hot honey!

Andi grew up in Cyprus so the team at M&S sent through some delicious Greek inspired dishes including: Halloumi cheese kebabs with a sweet chilli sauce, Greek Salad, Halkidiki Kalamata Olives & Feta, Slow Cooked Middle Eastern Style Lamb Shoulder, Collection Creamy Greek Yogurt Tzatziki, Collection Extra Smooth Houmous and Greek Style Flatbreads.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:00:59,2025-05-23T08:00:55.000Z,https://www.youtube.com/watch?v=mWc6n_RdKoM,0,The Andi Oliver Round | M&S Greek Food | Proper Tasty Pub Quiz,103000,626,M&S,3
"This week Tom and Chris are joined by Chef and the King of Butter, Thomas Starker at The Butcher's Tap and Grill in Chelsea.


Straker rose to fame during Lockdown due to his 'All Things Butter' video series, sharing tips on how to make amazing flavoured butters. Since then he's opened his first restaurant in Notting Hill with 3 more spots coming later this year, he's also released his debut cookbook 'Food You Want to Eat' and launched his own flavoured butter brand.


Straker shares what it has been like rising to fame so fast and an embarrassing story about his work experience.


Straker chats about why eating seasonally is a real passion of his, the guys try some M&S jersey royal potatoes and asparagus cooked up by the kitchen and Tom tells us about the farms he visits as part of the Farm to Foodhall campaign with M&S.

Listen to the full episode on Spotify https://open.spotify.com/show/1LuWnQw...

 Or Apple Podcasts https://podcasts.apple.com/gb/podcast...",,00:01:01,2025-05-09T08:01:09.000Z,https://www.youtube.com/watch?v=yqYeGGJkKuY,0,The Thomas Straker Round | Butter | Proper Tasty Pub Quiz,103000,1177,M&S,4
"Bayaan, Hasan Raheem, Rovalio - Maand
Listen Here: https://spoti.fi/4jIHPw3
Discover similar songs on Spotify: https://seventyskye.in/spotify
We are on: https://linktr.ee/seventyskye
Be sure to Subscribe and Turn on the bell icon to get notified of our new uploads

Follow Us:
Instagram:   / seventyskye  
Spotify: https://open.spotify.com/user/31nzgnc...

Follow Bayaan
  / bayaanofficial  
  / bayaanofficial  
https://x.com/bayaanofficial
https://open.spotify.com/artist/3atMq...

Follow Hasan Raheem
  / hasanraheeem  
  / hasan_raheem  
https://x.com/hasanraheeem
https://open.spotify.com/artist/6gIqK...

Follow Rovalio
  / rovalio_  
https://x.com/RovalioRommel
https://open.spotify.com/artist/01pFD...

Lyrics: Bayaan, Hasan Raheem, Rovalio - Maand

Milay to tum kabhi nahin
Meri hasrat kyun bharkai bewajha
K tum bina jiye agar
Hua kaise naa yeh jeena raaegaan

Darya mere dil ka yeh behta na 
Dukhi dil ki sada kuch yeh kehta na
Iss ki khamoshi ki tu wajha hai na 
Dil se tang aagaya yehi saza hai na 
Ulfaton mein nahin koi paimana 
Mere apnon ka mujh se yeh kehna tha 
Surmayi teri aankhon mein beh jaana 
Kya pata tere gham mein hi rehna tha

Kyun yun sehtay sehtay 
Dil ko gham khaa chuka meri jaan
Kyun yun rehtay rehtay 
Dikhay naa koi disha
Kyun yun sehtay sehtay dil ko gham khaa chuka meri jaan
Kyun yun rehtay rehtay dikhay na koi disha

Jo tu ne nahin to aisa mein chehra k jiski khoobsoorti maand pardi ho
Aisa main darya jo behna naa chahay
Jo tu ne naheen to aisa main chehra k jis ki khoobsurti maand parri ho
Aisa main darya jo behna naa chahay

Darya mere dil ka yeh behta na 
Dukhi dil ki sada kuch yeh kehta na
Iss ki khamoshi ki tu wajha hai na 
Dil se tang aagaya yehi saza hai na 
Ulfaton mein nahin koi paimana 
Mere apnon ka mujh se yeh kehna tha 
Surmayi teri aankhon mein beh jaana 
Kya pata tere gham mein hi rehna tha
Aisa main darya jo behna naa chahay

#Bayaan #HasanRaheem #Rovalio #Maand #Lyrics #Safar #newhindimusic #newhindisong #hindisong #bollywoodmusic  #bollywood #bollywoodsongs  #hindisongs #seventyskye 

Contact for submissions, business inquiries, copyright issues, etc.
seventyskye@gmail.com",,00:03:06,2025-01-24T14:00:18.000Z,https://www.youtube.com/watch?v=HTeP7ja9UFY,2921,"Maand (Lyrics) - Bayaan, Hasan Raheem, Rovalio",557000,16869043,seventyskye,151000
"#32

Usem fones 

➽ REDES SOCIAIS:
Instagram:   / mands.oofc  
Twitter: https://x.com/Mands_ofc
E-mail de contato profissional: amandao.lliveira1911@gmail.com
bsky: https://bsky.app/profile/mands.geeks.wtf


●ESSA MÚSICA FAZ PARTE DE UMA COLLAB!!
CLIQUE NO LINK, E VEJA AS OUTRAS MÚSICAS DO PROJETO!
Link:    • Collab Vilãs   

●FICHA TÉCNICA COLLAB VILÃS:
☆IDEALIZAÇÃO: Funkeira de Konoha 
☆LOGO: St0rm.editor e dmslay3r 
☆POSTERS DE DIVULGAÇÃO + THUMB DO TRAILER: byvanus 
☆EDIT TRAILER: brunocosta_verificado


“Respire fundo e continue, é proibido desistir.""

➽ COMPOSIÇÃO MUSICAL:
► Instrumental: ‪‪@drahc1r‬ 
► Letra: Mands, ‪@RukiaOficial‬ ‪@Novaz_eu‬  e ‪@niallzin‬ 
► Mixagem e Masterização: ‪Skarlye‬
► Vocais: Mands
► Corais: ALBK, Lilyzinha, Zenin Music, Dark, David, Emoncio, Neeg, Novaz, Kyred, LuxZ, M4thz

➽ COMPOSIÇÃO VISUAL:
► Edição: ‪ Misake, ErriEssi, Bry e Zoom
► Capa do Spotify: AFzin
► Ilustração: Jotta
► Thumbnail: ‪D4rktz


➽ IDEALIZAÇÃO POR MANDS


➽ Historia:

Neferpitou é uma das formigas-quimera do anime e mangá Hunter x Hunter, criada por Yoshihiro Togashi. É um dos Três Guardas Reais que servem diretamente ao Rei Meruem. Neferpitou tem aparência felina, com orelhas, cauda e olhos de gato, além de uma personalidade inicialmente brincalhona e curiosa, mas extremamente leal ao rei e implacável em combate.
 
➽ ME OUÇA TAMBÉM NAS PLATAFORMAS DIGITAIS:
Spotify: https://open.spotify.com/intl-pt/arti...
Deezer: https://www.deezer.com/br/artist/1088...

IGNITE  •  LANÇAMENTOS
Playlist de Lançamentos:    • IGNITE - PLAYLIST     
 
IGNITE - 
Integrantes: https://linktr.ee/igniteoficial
Instagram:   / teamignite_ofc  

➥ Divisão da Música:



► IGNOREM

TAGS

#neferpitou #hxh #hunterxhunter #anime 

Neferpitou (Hunter X Hunter) - Lealdade | Mands
Neferpitou (Hunter X Hunter) - Lealdade | Mands
Mands - Lealdade | Neferpitou (Hunter x Hunter)
Lealdade - Neferpitou (Hunter X Hunter) | Mands","#neferpitou, #hxh, #hunterxhunter",00:04:36,2025-05-10T21:50:06.000Z,https://www.youtube.com/watch?v=uiV_RQLCqBc,125,Neferpitou (Hunter X Hunter) - Lealdade | Mands,70500,28207,Mands,3000
"Maand

Milay to tum kabhi nahin
Meri hasrat kyun bharkai bewajha
K tum bina jiye agar
Hua kaise naa yeh jeena raaegaan

Darya mere dil ka yeh behta na 
Dukhi dil ki sada kuch yeh kehta na
Iss ki khamoshi ki tu wajha hai na 
Dil se tang aagaya yehi saza hai na 
Ulfaton mein nahin koi paimana 
Mere apnon ka mujh se yeh kehna tha 
Surmayi teri aankhon mein beh jaana 
Kya pata tere gham mein hi rehna tha

Kyun yun sehtay sehtay 
Dil ko gham khaa chuka meri jaan
Kyun yun rehtay rehtay 
Dikhay naa koi disha
Kyun yun sehtay sehtay dil ko gham khaa chuka meri jaan
Kyun yun rehtay rehtay dikhay na koi disha

Jo tu nahin to aisa mein chehra k jiski khoobsoorti maand parri ho
Aisa main darya jo behna naa chahay
Jo tu nahin to aisa main chehra k jis ki khoobsurti maand parri ho
Aisa main darya jo behna naa chahay

Darya mere dil ka yeh behta na 
Dukhi dil ki sada kuch yeh kehta na
Iss ki khamoshi ki tu wajha hai na 
Dil se tang aagaya yehi saza hai na 
Ulfaton mein nahin koi paimana 
Mere apnon ka mujh se yeh kehna tha 
Surmayi teri aankhon mein beh jaana 
Kya pata tere gham mein hi rehna tha
Aisa main darya jo behna naa chahay

Composed by Bayaan, Hasan Raheem and Rovalio
Lyrics and composition: Asfar Hussain and Hasan Raheem
Guitars and composition: Muqueet Shahzad
Bass and synth: Haider Abbas 
Produced by Rovalio
Mixed and mastered by Rovalio

Video Credits

Concept and Video by: 
Saad Naseem 
@saad_naseem26

Featured Artwork and Calligraphy by : 
Ameer Hamza 
@ameerhamzanama

Produced by : 
Sarmad Shafique 
@sarmadshafique

#bayaan #maand #hasanraheem  #rovalio #jotunahitoh #aisamaichehra #khusurati #dariya","#hasanraheem, #maand, #bayaan",00:03:07,2024-12-16T12:00:06.000Z,https://www.youtube.com/watch?v=JVtKEX90SZ0,6555,Bayaan | Hasan Raheem | Rovalio - Maand (Lyric Video),436000,22113998,Bayaan,308000
